epoch,train_loss,val_loss,val_roc_auc_score
1,0.827010365203023,0.6078799366950989,0.7218365548939061
2,0.636868093162775,0.6650364398956299,0.7955980851086415
3,0.561292240396142,0.5189966559410095,0.8434119882389156
4,0.5141925131902099,0.4866914451122284,0.8463787960810538
5,0.49565607821568847,0.3918954133987427,0.8444946873440966
6,0.48706341069191694,0.5814883708953857,0.8465804753261366
7,0.4772945260629058,0.621986985206604,0.8586016198027789
8,0.4750984054990113,0.4786949157714844,0.8670933774904733
9,0.47195293428376317,0.46660393476486206,0.8670509187020349
10,0.4673532950691879,0.42770275473594666,0.8596418601195215
11,0.4930755337700248,0.4011828303337097,0.856600749397616
12,0.48053436493501067,0.413862019777298,0.861069536880765
13,0.4785115970298648,0.367940753698349,0.8673056714326657
14,0.466107705142349,0.40902236104011536,0.8658036917916547
15,0.45633146492764354,0.41086986660957336,0.858601619802779
16,1.0888880360871553,3.8692562580108643,0.8082508040633061
17,0.9232302163727582,0.8533903360366821,0.836756573151185
18,0.651950903236866,0.6849086284637451,0.8273307221178444
19,0.5907697058282793,0.6284552812576294,0.8055652856945726
20,0.5409856312908232,0.5274606943130493,0.8254943795178806
21,1.3113063927739859,0.7167428135871887,0.8138580178114618
22,1.019506716169417,0.6636910438537598,0.7659193919901496
23,0.566426272969693,0.5903712511062622,0.8308813383010114
